,Gu,Dong,Name,Date,Price,Area,Floor,Address,Year,Month,Interest Rate,Jeonse Index,Total Population,Children,Adolescent,Youth,Middle-Aged,Old Age,Consumption,major,Building Year,Longitude,Latitude,Nearest Medical Center,Distance to MC,Nearest Station,Distance to NS,Elementary Schools Num,High Schools Num,Market Num,Hospital Num,Park Presence,Nearby Hangang,Gu_encoding,Dong_encoding
3106,도봉구,쌍문동,금호2,20240206,52000,84.46,1,도봉구 쌍문동 0069-0001,2024,202402,3.5,54.2,72947,0.0644440484,0.109079195,0.209741319,0.408419812,0.208315626,5.796132824,0,33,127.0289625,37.6573062,의료법인한전의료재단 한일병원,1.244338208713567,쌍문,1.3634336027302878,5,0,3,5,1,0,10,105
3107,광진구,광장동,현대8(803동),20240206,103000,59.94,16,광진구 광장동 0569-0000,2024,202402,3.5,54.2,33965,0.120123657,0.167407625,0.16776093,0.43067864,0.114029148,6.429904783,2,28,127.098487,37.541608,혜민병원,1.4873413935099709,광나루(장신대),0.18826202407883094,2,1,7,1,1,0,6,70
3108,성동구,금호동2가,금호자이1차,20240206,134000,84.97,10,성동구 금호동2가 1215-0000,2024,202402,3.5,54.2,9726,0.112173555,0.0880115155,0.260127493,0.393172939,0.146514497,7.310219689,2,12,127.0224544,37.5528386,한양대학교병원,2.129116959340525,신금호,0.18091718345239122,3,1,7,0,1,0,16,138
3109,양천구,신정동,목동신시가지14,20240206,118000,55.02,4,양천구 신정동 0329-0000,2024,202402,3.5,54.2,171868,0.0916924617,0.140805735,0.189552447,0.418710871,0.159232667,6.508188939,0,37,126.8703695,37.5161932,홍익병원,1.4847911601388264,양천구청,0.8404013580698414,3,2,2,4,1,0,19,195
3110,양천구,신정동,목동신시가지14,20240206,118000,55.02,4,양천구 신정동 0329-0000,2024,202402,3.5,54.2,1538,0.0975292588,0.11313394,0.254226268,0.407022107,0.128088426,6.508188939,0,37,126.8703695,37.5161932,홍익병원,1.4847911601388264,양천구청,0.8404013580698414,3,2,2,4,1,0,19,196
3111,강동구,암사동,롯데캐슬퍼스트,20240206,125200,84.98,11,강동구 암사동 0414-0002,2024,202402,3.5,54.2,65746,0.0914580355,0.103565236,0.230097649,0.402260214,0.172618867,6.780687751,1,16,127.1433239,37.5565981,강동경희대학교의대병원,1.3144305048029008,굽은다리(강동구민회관앞),1.0688697490592298,3,1,5,1,1,0,2,184
3112,노원구,상계동,노원센트럴푸르지오,20240206,77500,60.0,25,노원구 상계동 1355-0000,2024,202402,3.5,54.2,197373,0.0755675802,0.116272236,0.217324558,0.406073779,0.184761847,6.329893618,2,3,127.0747445,37.6651727,인제대학교상계백병원,2.1098486488827906,상계,0.4680016835092002,3,3,8,3,1,0,9,219
3113,동작구,노량진동,신동아리버파크,20240206,82000,59.67,16,동작구 노량진동 0325-0000,2024,202402,3.5,54.2,31286,0.0474333568,0.102761619,0.332385092,0.334526625,0.182893307,6.318370097,0,23,126.945131,37.5074265,중앙대학교병원,1.3821425852448896,상도,0.6722706258544269,3,0,1,4,1,0,12,166
3114,강서구,내발산동,우장산힐스테이트,20240206,106500,59.98,8,강서구 내발산동 0657-0000,2024,202402,3.5,54.2,44651,0.0997738013,0.159033392,0.182392332,0.417415064,0.141363015,7.385394433,2,19,126.840074,37.5558664,이화여자대학교의과대학부속서울병원,0.3697765879082992,까치산,0.5300056181081624,3,3,16,22,1,0,4,157
3115,동대문구,장안동,현대썬앤빌601,20240206,10500,18.35,16,동대문구 장안동 0373-0003,2024,202402,3.5,54.2,70146,0.0889573176,0.101388533,0.244190688,0.396102415,0.169361047,6.662840572,2,9,127.0693815,37.5691823,삼육서울병원,2.121815455523723,장한평,0.7712104211076618,3,1,5,22,1,0,11,132
3116,동대문구,이문동,세진빌딩,20240206,20000,11.48,11,동대문구 이문동 0327-0007,2024,202402,3.5,54.2,37056,0.0610967185,0.163293394,0.22822215,0.35619063,0.191197107,6.662840572,0,4,127.0591016,37.5950084,경희대학교병원,0.6527173308956365,회기,0.46879131337966884,2,0,2,4,1,0,11,133
3117,서초구,서초동,한라비발디스튜디오193,20240206,25000,19.99,9,서초구 서초동 1363-0025,2024,202402,3.5,54.2,106161,0.0954964629,0.13080133,0.250299074,0.382956076,0.140447057,8.125860962,0,11,127.0321302,37.4857177,강남베드로병원,0.6580766626426889,남부터미널(예술의전당),0.7965506389909446,1,3,12,7,1,0,15,105
3118,양천구,신정동,학마을1단지,20240206,45000,49.99,2,양천구 신정동 1293-0000,2024,202402,3.5,54.2,171868,0.0916924617,0.140805735,0.189552447,0.418710871,0.159232667,6.508188939,0,24,126.8443316,37.5080594,서울특별시서남병원,1.0817198107406578,신정네거리,1.4806022958888876,3,2,2,1,1,0,19,197
3119,양천구,신정동,학마을1단지,20240206,45000,49.99,2,양천구 신정동 1293-0000,2024,202402,3.5,54.2,1538,0.0975292588,0.11313394,0.254226268,0.407022107,0.128088426,6.508188939,0,24,126.8443316,37.5080594,서울특별시서남병원,1.0817198107406578,신정네거리,1.4806022958888876,3,2,2,1,1,0,19,198
3120,노원구,공릉동,삼익4단지아파트,20240206,49900,59.04,9,노원구 공릉동 0714-0000,2024,202402,3.5,54.2,77249,0.0795609005,0.151277039,0.231446362,0.377351163,0.160364535,6.329893618,0,30,127.0719365,37.6298848,노원을지대학교병원,0.7488470391972046,하계,0.8642901264428046,4,3,9,6,1,0,9,220
3121,노원구,공릉동,삼익4단지아파트,20240206,49900,59.04,9,노원구 공릉동 0714-0000,2024,202402,3.5,54.2,77249,0.0795609005,0.151277039,0.231446362,0.377351163,0.160364535,6.329893618,0,30,127.0719365,37.6298848,노원을지대학교병원,0.7488470391972046,하계,0.8642901264428046,4,3,9,6,1,0,9,221
3122,강서구,방화동,방화5,20240206,59000,49.77,11,강서구 방화동 0814-0000,2024,202402,3.5,54.2,68811,0.0696836262,0.0899710802,0.243187862,0.384269957,0.212887474,7.385394433,0,30,126.8102561,37.5771948,우리들병원,2.0868681983922075,방화,0.7060316489822244,3,0,5,4,1,0,4,158
3123,송파구,방이동,올림픽선수기자촌1단지,20240206,210000,100.82,4,송파구 방이동 0089-0000,2024,202402,3.5,54.2,59132,0.0731076236,0.117279984,0.286917405,0.374010688,0.1486843,7.869572646,0,36,127.1363836,37.5175731,한국보훈복지의료공단중앙보훈병원,1.494182061039539,둔촌오륜,0.5581062464707337,3,1,7,1,0,0,18,225
3124,은평구,수색동,진흥엣세벨,20240206,64000,78.29,2,은평구 수색동 0416-0001,2024,202402,3.5,54.2,20585,0.104396405,0.110323051,0.260383775,0.385669177,0.139227593,6.133962743,0,21,126.9002952,37.5853715,의료법인동신의료재단동신병원,3.232642962573718,증산(명지대앞),0.5171592963585392,2,0,1,0,1,0,22,118
3125,구로구,개봉동,한마을,20240206,68000,59.57,10,구로구 개봉동 0476-0000,2024,202402,3.5,54.2,82340,0.0725649745,0.096478018,0.216383289,0.401797425,0.212776293,7.212296533,0,25,126.8625088,37.4952793,구로성심병원,0.5926178207978816,개봉,0.2490213311645592,2,1,9,5,0,0,7,156
3126,양천구,신정동,호반써밋목동,20240206,95000,59.95,16,양천구 신정동 1327-0000,2024,202402,3.5,54.2,171868,0.0916924617,0.140805735,0.189552447,0.418710871,0.159232667,6.508188939,1,2,126.8529445,37.5165209,홍익병원,1.6280872764578938,신정네거리,0.33416782130564643,3,3,1,4,1,0,19,199
3127,양천구,신정동,호반써밋목동,20240206,95000,59.95,16,양천구 신정동 1327-0000,2024,202402,3.5,54.2,1538,0.0975292588,0.11313394,0.254226268,0.407022107,0.128088426,6.508188939,1,2,126.8529445,37.5165209,홍익병원,1.6280872764578938,신정네거리,0.33416782130564643,3,3,1,4,1,0,19,200
3128,강동구,성내동,한솔애리즈1,20240206,73000,84.89,3,강동구 성내동 0410-0016,2024,202402,3.5,54.2,65323,0.0645867459,0.100225036,0.272798249,0.38715307,0.175221591,6.780687751,0,22,127.1333586,37.5301837,성심의료재단강동성심병원,0.6664874341156941,둔촌동,0.37827931165605466,2,1,20,15,1,0,2,185
3129,중랑구,면목동,용마산하늘채,20240206,91000,84.71,8,중랑구 면목동 1537-0000,2024,202402,3.5,54.2,134638,0.0617284868,0.0867214308,0.245495328,0.410701288,0.195353466,6.258485261,0,9,127.0870571,37.5724712,녹색병원,1.2429215103292188,용마산(용마폭포공원),0.15900143722744894,3,1,5,2,1,0,25,90
3130,송파구,신천동,장미2,20240206,168500,71.2,1,송파구 신천동 0011-0000,2024,202402,3.5,54.2,37702,0.132937245,0.122646014,0.183703782,0.40493873,0.15577423,7.869572646,0,45,127.1026462,37.520044,재단법인아산사회복지재단서울아산병원,0.8768194996496903,잠실나루,0.2235255008803104,2,3,10,4,1,0,18,226
3131,중구,신당동,남산타운,20240206,100000,59.94,14,중구 신당동 0844-0000,2024,202402,3.5,54.2,67364,0.0611305742,0.0888308295,0.247565465,0.390594383,0.211878748,8.417634347,0,22,127.009272,37.5490163,순천향대학교 부속 서울병원,1.7407641166794672,신금호,1.0789257600925457,1,1,3,4,1,0,24,46
3132,구로구,신도림동,대림2,20240206,103000,84.95,4,구로구 신도림동 0642-0000,2024,202402,3.5,54.2,36057,0.113930721,0.118007599,0.248051696,0.384946058,0.135063927,7.212296533,0,23,126.880601,37.5058401,구로성심병원,1.43265127361283,구로,0.3875646167442161,2,1,15,3,1,0,7,157
3133,중구,입정동,힐스테이트세운센트럴2단지,20240206,91715,49.98,20,중구 입정동 0280-0000,2024,202402,3.5,54.2,1447,0.0760193504,0.0421561852,0.547339323,0.306150657,0.0283344851,8.417634347,2,2024,126.994205,37.5680416,인제대학교서울백병원,0.5762836971306903,을지로4가,0.2660200927464091,0,1,14,2,1,0,24,47
3134,은평구,불광동,엘지아파트,20240206,29900,83.04,1,은평구 불광동 0444-0041,2024,202402,3.5,54.2,64150,0.0565549493,0.0951519875,0.234325799,0.399984412,0.213982853,6.133962743,0,22,126.9272802,37.6247827,의료법인청구성심병원,0.8123917023523171,독바위,0.338656280478844,3,1,7,3,1,0,22,119
3135,구로구,구로동,중앙하이츠,20240206,47900,59.99,8,구로구 구로동 0685-0124,2024,202402,3.5,54.2,114035,0.0621212785,0.0943569957,0.280115754,0.379453677,0.183952295,7.212296533,0,37,126.8761111,37.4967933,구로성심병원,0.9168115968126874,구로,0.8356023150423252,1,1,8,4,1,0,7,158
3136,마포구,중동,마포중동현대,20240206,70800,59.88,4,마포구 중동 0392-0000,2024,202402,3.5,54.2,9701,0.0887537367,0.155241728,0.201525616,0.413771776,0.140707144,7.625313276,2,23,126.9068961,37.5711511,의료법인동신의료재단동신병원,2.840683248112608,마포구청,0.6452744850213886,3,1,3,7,1,0,13,140
3137,도봉구,쌍문동,삼익세라믹,20240206,30500,42.93,11,도봉구 쌍문동 0056-0000,2024,202402,3.5,54.2,72947,0.0644440484,0.109079195,0.209741319,0.408419812,0.208315626,5.796132824,0,36,127.0351981,37.6572618,의료법인한전의료재단 한일병원,1.3533354271904854,쌍문,0.9826057347834236,2,0,3,10,1,0,10,106
3138,서대문구,북아현동,신촌푸르지오,20240206,140000,85.0,14,서대문구 북아현동 1011-0000,2024,202402,3.5,54.2,27577,0.0969285999,0.100591072,0.257098307,0.390180223,0.155165537,6.647932442,2,9,126.9521019,37.5602202,연세대학교의과대학세브란스병원,1.015897836068775,애오개,0.734131440040845,4,2,3,3,1,0,14,117
3139,양천구,신정동,래미안목동아델리체(101동~118동),20240206,129000,84.95,2,양천구 신정동 1326-0000,2024,202402,3.5,54.2,171868,0.0916924617,0.140805735,0.189552447,0.418710871,0.159232667,6.508188939,2,3,126.8516209,37.5190227,홍익병원,1.4915982942846462,신정네거리,0.12323177146657698,4,3,0,5,1,0,19,201
3140,양천구,신정동,래미안목동아델리체(101동~118동),20240206,129000,84.95,2,양천구 신정동 1326-0000,2024,202402,3.5,54.2,1538,0.0975292588,0.11313394,0.254226268,0.407022107,0.128088426,6.508188939,2,3,126.8516209,37.5190227,홍익병원,1.4915982942846462,신정네거리,0.12323177146657698,4,3,0,5,1,0,19,202
3141,용산구,이촌동,점보,20240206,210000,217.36,14,용산구 이촌동 0300-0010,2024,202402,3.5,54.2,32810,0.108137763,0.11578787,0.195214874,0.402560195,0.178299299,7.122794962,0,50,126.9787128,37.5180562,중앙대학교병원,1.997279550706814,이촌,0.60801612481452,1,1,3,1,1,1,21,45
3142,강서구,가양동,강서한강자이,20240206,85000,99.0,6,강서구 가양동 1500-0000,2024,202402,3.5,54.2,43133,0.0573806598,0.0687872395,0.274638908,0.363387661,0.235805532,7.385394433,2,11,126.8491351,37.5665033,부민병원,1.0752512689705283,발산,1.757069817220796,4,3,10,2,1,1,4,159
3143,영등포구,신길동,여의,20240206,65000,67.2,1,영등포구 신길동 0001-0008,2024,202402,3.5,54.2,102393,0.0796734152,0.0961979823,0.261482718,0.380670554,0.18197533,8.130311556,0,23,126.9245739,37.5147087,성애의료재단성애병원,0.35390297222414446,대방,0.18461800222325808,2,1,14,14,1,0,20,145
3144,강서구,등촌동,등촌동아이파크,20240206,94500,85.0,17,강서구 등촌동 0715-0000,2024,202402,3.5,54.2,73652,0.0645196329,0.092475425,0.30608809,0.357478412,0.17943844,7.385394433,1,20,126.860258,37.5439099,부민병원,1.6652167739020698,화곡,1.439048739811874,3,2,4,3,1,0,4,160
3145,강서구,화곡동,강서힐스테이트,20240206,114700,84.99,2,강서구 화곡동 1165-0000,2024,202402,3.5,54.2,217278,0.0664632406,0.100069957,0.285293495,0.378694576,0.16947413,7.385394433,2,9,126.8400488,37.5467414,미즈메디병원,0.7081810935665118,화곡,0.4956906310750659,4,2,23,15,1,0,4,161
3146,강서구,화곡동,강서힐스테이트,20240206,142000,128.81,8,강서구 화곡동 1165-0000,2024,202402,3.5,54.2,217278,0.0664632406,0.100069957,0.285293495,0.378694576,0.16947413,7.385394433,2,9,126.8400488,37.5467414,미즈메디병원,0.7081810935665118,화곡,0.4956906310750659,4,2,23,15,1,0,4,162
3147,송파구,거여동,거여1단지,20240206,84000,59.73,6,송파구 거여동 0290-0000,2024,202402,3.5,54.2,52691,0.123892126,0.114307946,0.223472699,0.391015544,0.147311685,7.869572646,0,27,127.1445322,37.4909437,경찰병원,1.9536912479298727,거여,0.14112597042834144,2,0,5,14,1,0,18,227
3148,성북구,석관동,래미안아트리치,20240206,82000,59.98,7,성북구 석관동 0410-0000,2024,202402,3.5,54.2,33768,0.0652392798,0.0995321014,0.228263445,0.393775172,0.213190002,6.243843159,2,5,127.0634412,37.6061424,경희대학교병원,1.704760256176372,신이문,0.5115053775759094,3,0,2,3,1,0,17,172
3149,중랑구,신내동,신내6대주,20240206,57000,59.76,5,중랑구 신내동 0650-0000,2024,202402,3.5,54.2,57327,0.0838173984,0.113332287,0.200481448,0.405969264,0.196364715,6.258485261,0,28,127.0910266,37.6152685,서울특별시서울의료원,0.6770306591674257,화랑대(서울여대입구),1.4263590502322094,3,0,3,2,1,0,25,91
3150,성북구,정릉동,정릉힐스테이트,20240206,69000,84.92,3,성북구 정릉동 1025-0000,2024,202402,3.5,54.2,77874,0.0690217531,0.132624496,0.209928859,0.388101292,0.2003236,6.243843159,2,20,127.0155121,37.6028396,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),1.9933656274016178,정릉,0.5051569335503264,4,2,7,8,1,0,17,173
3151,양천구,목동,목동신시가지6,20240206,160000,65.1,10,양천구 목동 0911-0000,2024,202402,3.5,54.2,145375,0.0970868444,0.14999828,0.203198624,0.417472055,0.132244196,6.508188939,0,38,126.8848207,37.5346514,이화여자대학교의과대학부속목동병원,0.24365757191693735,양평,1.3058986495480434,1,1,3,1,1,0,19,203
3152,송파구,문정동,올림픽훼밀리타운,20240206,166500,84.71,8,송파구 문정동 0150-0000,2024,202402,3.5,54.2,61420,0.0700097688,0.092803647,0.332302182,0.357994139,0.146890264,7.869572646,0,36,127.1143826,37.4885278,경찰병원,1.1891766108461468,경찰병원,0.36362532923809693,1,0,6,5,1,0,18,228
3153,동대문구,전농동,래미안아름숲,20240206,94000,84.92,6,동대문구 전농동 0688-0000,2024,202402,3.5,54.2,50206,0.0797713421,0.114587898,0.219057483,0.399155479,0.187427797,6.662840572,2,12,127.0610871,37.5809794,삼육서울병원,0.8647179185139012,청량리역,1.1023128546911571,4,1,1,5,1,0,11,134
3154,구로구,개봉동,개봉동현대아이파크,20240206,69500,59.99,17,구로구 개봉동 0489-0000,2024,202402,3.5,54.2,82340,0.0725649745,0.096478018,0.216383289,0.401797425,0.212776293,7.212296533,2,18,126.8597949,37.4900724,구로성심병원,1.2118952719320057,개봉,0.5383754576486723,1,0,6,1,1,0,7,159
3155,강북구,수유동,래미안수유,20240206,71000,114.78,4,강북구 수유동 0730-0000,2024,202402,3.5,54.2,101509,0.0529903752,0.10040489,0.219330306,0.400476805,0.226797624,5.830852328,2,23,127.0180839,37.6447177,의료법인한전의료재단 한일병원,0.975697575331572,수유(강북구청),0.21731952014239553,0,0,5,4,1,0,3,47
3156,도봉구,창동,주공19단지(창동리버타운),20240206,91000,90.94,14,도봉구 창동 0027-0000,2024,202402,3.5,54.2,115486,0.0690126942,0.112230054,0.216701592,0.411114767,0.190932234,5.796132824,0,36,127.0508295,37.6492607,인제대학교상계백병원,1.0843629693829244,녹천,0.40331509461100573,3,2,10,2,1,0,10,107
3157,동대문구,휘경동,휘경해모로프레스티지,20240206,75000,59.77,3,동대문구 휘경동 0375-0000,2024,202402,3.5,54.2,37840,0.0597780127,0.175977801,0.274656448,0.330179704,0.159408034,6.662840572,0,3,127.0623424,37.5913986,삼육서울병원,0.4612239734978361,회기,0.2751710209473538,1,1,2,5,1,0,11,135
3158,성동구,금호동4가,브라운스톤금호,20240206,136500,84.84,15,성동구 금호동4가 1507-0000,2024,202402,3.5,54.2,14130,0.105095541,0.0807501769,0.240764331,0.398443029,0.174946921,7.310219689,0,17,127.0156782,37.5467514,순천향대학교 부속 서울병원,1.7453635978678999,옥수,0.7679005460789595,4,1,6,2,1,0,16,139
3159,강남구,개포동,개포래미안포레스트,20240206,260000,84.83,16,강남구 개포동 1282-0000,2024,202402,3.5,54.2,80274,0.105202183,0.121620948,0.211089518,0.399930239,0.162157112,8.94471406,2,4,127.053887,37.4786396,강남베드로병원,1.480940528746183,구룡,1.3139924678324924,3,5,1,1,1,0,1,205
3160,송파구,송파동,래미안송파파인탑,20240206,138000,64.66,21,송파구 송파동 0243-0000,2024,202402,3.5,54.2,41977,0.0723014984,0.101746194,0.307477905,0.366986683,0.15148772,7.869572646,2,12,127.1200188,37.5026835,경찰병원,0.7614332962934164,가락시장,0.7909536516656778,2,0,5,18,1,0,18,229
3161,구로구,구로동,삼성래미안,20240207,81000,78.67,3,구로구 구로동 0256-0001,2024,202402,3.5,54.2,114035,0.0621212785,0.0943569957,0.280115754,0.379453677,0.183952295,7.212296533,2,20,126.8918986,37.4877481,고려대학교의과대학부속구로병원,0.7960719875272191,대림(구로구청),0.6818351628963396,2,0,4,12,1,0,7,160
3162,강서구,화곡동,강서힐스테이트,20240207,94000,59.99,11,강서구 화곡동 1165-0000,2024,202402,3.5,54.2,217278,0.0664632406,0.100069957,0.285293495,0.378694576,0.16947413,7.385394433,2,9,126.8400488,37.5467414,미즈메디병원,0.7081810935665118,화곡,0.4956906310750659,4,2,23,15,1,0,4,163
3163,송파구,송파동,현대,20240207,90000,59.91,22,송파구 송파동 0163-0014,2024,202402,3.5,54.2,41977,0.0723014984,0.101746194,0.307477905,0.366986683,0.15148772,7.869572646,2,27,127.1178187,37.5034903,경찰병원,0.9324113492690366,가락시장,0.8692814679960272,2,0,7,24,1,0,18,230
3164,강동구,고덕동,래미안힐스테이트고덕,20240207,126300,59.35,10,강동구 고덕동 0688-0000,2024,202402,3.5,54.2,46811,0.145158189,0.127256414,0.190809852,0.408301468,0.128474077,6.780687751,2,8,127.1471016,37.5589577,강동경희대학교의대병원,1.1683870007844002,고덕,0.8723780763702454,4,1,8,0,1,0,2,186
3165,강서구,등촌동,등마루,20240207,48000,68.68,5,강서구 등촌동 0365-0201,2024,202402,3.5,54.2,73652,0.0645196329,0.092475425,0.30608809,0.357478412,0.17943844,7.385394433,0,21,126.8612888,37.5507709,부민병원,1.1407984098783042,화곡,1.445828408623271,4,2,6,3,1,0,4,164
3166,강북구,미아동,꿈의숲해링턴플레이스,20240207,60000,49.48,4,강북구 미아동 1369-0000,2024,202402,3.5,54.2,127024,0.0665307343,0.114088676,0.200780955,0.414779884,0.203811878,5.830852328,0,5,127.0344267,37.6185181,의료법인성화의료재단대한병원,2.150537767578855,삼양사거리,1.2877803982202147,1,0,7,5,1,0,3,48
3167,마포구,염리동,마포자이,20240207,175000,84.69,6,마포구 염리동 0521-0000,2024,202402,3.5,54.2,18070,0.115550636,0.12733813,0.251466519,0.383065855,0.12257886,7.625313276,2,21,126.945192,37.5433307,연세대학교의과대학세브란스병원,2.124087608976377,이대,0.41860370980739153,4,2,9,2,1,0,13,141
3168,중랑구,중화동,태능에셈빌,20240207,60000,84.84,4,중랑구 중화동 0314-0001,2024,202402,3.5,54.2,42503,0.0557842976,0.0845822648,0.249864715,0.404936122,0.2048326,6.258485261,0,19,127.0774769,37.5993,삼육서울병원,1.6512476184745994,중화,0.14672833577424688,3,0,5,4,1,0,25,92
3169,강동구,성내동,에스케이허브진,20240207,58600,47.36,10,강동구 성내동 0194-0000,2024,202402,3.5,54.2,65323,0.0645867459,0.100225036,0.272798249,0.38715307,0.175221591,6.780687751,0,20,127.132755,37.5351623,성심의료재단강동성심병원,0.23932244705351763,둔촌동,0.8890590169935654,0,1,27,17,1,0,2,187
3170,동대문구,답십리동,래미안미드카운티,20240207,119800,84.99,11,동대문구 답십리동 1013-0000,2024,202402,3.5,54.2,55278,0.0902709939,0.0960780057,0.256485401,0.383787402,0.173378198,6.662840572,2,5,127.0562612,37.5745219,서울성심병원,1.2150777294786228,청량리역,0.9760040760018889,3,1,5,5,1,0,11,136
3171,동작구,노량진동,신동아리버파크,20240207,101000,84.88,12,동작구 노량진동 0325-0000,2024,202402,3.5,54.2,31286,0.0474333568,0.102761619,0.332385092,0.334526625,0.182893307,6.318370097,0,23,126.945131,37.5074265,중앙대학교병원,1.3821425852448896,상도,0.6722706258544269,3,0,1,4,1,0,12,167
3172,강남구,개포동,성원대치2단지아파트,20240207,135000,49.86,4,강남구 개포동 0012-0000,2024,202402,3.5,54.2,80274,0.105202183,0.121620948,0.211089518,0.399930239,0.162157112,8.94471406,0,32,127.0752094,37.4941769,삼성서울병원,1.1919828495814548,잠실새내,1.1770753638406184,4,4,6,1,1,0,1,206
3173,영등포구,문래동6가,문래베어스타운,20240207,93000,84.9,7,영등포구 문래동6가 0038-0001,2024,202402,3.5,54.2,10716,0.134098544,0.0997573721,0.316442703,0.353770064,0.0959313177,8.130311556,0,27,126.8852409,37.5191336,씨엠병원,1.6265184649351854,양평,0.4505531462605921,1,1,2,14,1,0,20,146
3174,마포구,도화동,정우상가맨션,20240207,99000,126.07,15,마포구 도화동 0536-0000,2024,202402,3.5,54.2,21461,0.0830343414,0.0982246866,0.271515773,0.381063324,0.166161875,7.625313276,0,41,126.9473607,37.5425275,연세대학교의과대학세브란스병원,2.2531138202089562,마포,0.42787411312184614,3,1,9,2,1,0,13,142
3175,성동구,행당동,대림e-편한세상,20240207,110000,84.87,7,성동구 행당동 0347-0000,2024,202402,3.5,54.2,41800,0.0811722488,0.133779904,0.261985646,0.369425837,0.15361244,7.310219689,2,24,127.0271184,37.5579139,한양대학교병원,1.5820814945948334,행당,0.13470631975037467,4,1,10,4,1,0,16,140
3176,중구,신당동,신당동파라다이스,20240207,63000,59.9,6,중구 신당동 0846-0000,2024,202402,3.5,54.2,67364,0.0611305742,0.0888308295,0.247565465,0.390594383,0.211878748,8.417634347,0,24,127.0172968,37.5624145,국립중앙의료원,1.1522026242972065,약수,0.2021745348576954,6,1,28,7,1,0,24,48
3177,영등포구,문래동3가,문래공원한신,20240207,78000,58.96,12,영등포구 문래동3가 0077-0002,2024,202402,3.5,54.2,13533,0.116751644,0.120594103,0.205202099,0.387275549,0.170176605,8.130311556,0,36,126.8930065,37.517584,씨엠병원,0.9517765843919457,문래,0.5991619665065084,3,0,8,20,1,0,20,147
3178,관악구,봉천동,벽산블루밍,20240207,71000,59.99,7,관악구 봉천동 1718-0000,2024,202402,3.5,54.2,221702,0.0544018547,0.117820317,0.345558452,0.32166151,0.160557866,6.374571906,0,19,126.944769,37.4892969,의료법인서울효천의료재단 에이치플러스양지병원,1.2149857058199514,숭실대입구(살피재),1.1079803596001483,3,0,2,4,1,0,5,86
3179,도봉구,창동,주공17단지,20240207,33000,36.16,11,도봉구 창동 0038-0000,2024,202402,3.5,54.2,115486,0.0690126942,0.112230054,0.216701592,0.411114767,0.190932234,5.796132824,0,35,127.0534038,37.6442045,인제대학교상계백병원,0.9839064663904807,녹천,0.26881221743277006,4,3,2,1,1,0,10,108
3180,강동구,천호동,천호1차우림루미아트,20240207,69000,84.69,4,강동구 천호동 0047-0024,2024,202402,3.5,54.2,84813,0.0570195607,0.0840083478,0.286182543,0.386226168,0.186563381,6.780687751,0,20,127.1397194,37.5441215,성심의료재단강동성심병원,0.9864491311357227,길동,0.7421529505671705,3,1,6,8,1,0,2,188
3181,마포구,신공덕동,신공덕래미안2차,20240207,113500,84.73,6,마포구 신공덕동 0159-0000,2024,202402,3.5,54.2,12375,0.0828282828,0.109252525,0.290989899,0.374787879,0.142141414,7.625313276,2,24,126.9580372,37.54638,연세대학교의과대학세브란스병원,2.315942788853139,공덕,0.5296174857321336,3,3,7,1,1,0,13,143
3182,구로구,개봉동,한진,20240207,49500,59.95,10,구로구 개봉동 0478-0000,2024,202402,3.5,54.2,82340,0.0725649745,0.096478018,0.216383289,0.401797425,0.212776293,7.212296533,0,24,126.8519375,37.4846808,구로성심병원,2.09480152245814,천왕,1.1516131276052473,2,0,0,0,1,0,7,161
3183,광진구,자양동,자양동현대,20240207,119000,83.11,13,광진구 자양동 0645-0005,2024,202402,3.5,54.2,92572,0.0693298189,0.107062611,0.264896513,0.389167351,0.169532904,6.429904783,2,31,127.0824171,37.5281208,혜민병원,0.8068179021191585,강변(동서울터미널),1.3399763797041249,2,3,3,2,1,1,6,71
3184,강남구,수서동,신동아,20240207,120000,49.96,9,강남구 수서동 0736-0000,2024,202402,3.5,54.2,21806,0.0755755297,0.0813537559,0.201504173,0.374300651,0.26726589,8.94471406,0,32,127.0984502,37.4870772,삼성서울병원,1.0505394202884686,수서,0.25731039956055196,1,1,2,1,1,0,1,207
3185,용산구,효창동,효창파크푸르지오,20240207,162500,84.45,13,용산구 효창동 0274-0000,2024,202402,3.5,54.2,10625,0.0878117647,0.107388235,0.289505882,0.373835294,0.141458824,7.122794962,2,14,126.9582164,37.5401232,연세대학교의과대학세브란스병원,2.8863261891789396,효창공원앞,0.470107462025291,1,1,15,1,1,0,21,46
3186,양천구,목동,목동신시가지1,20240207,198000,90.06,11,양천구 목동 0901-0000,2024,202402,3.5,54.2,145375,0.0970868444,0.14999828,0.203198624,0.417472055,0.132244196,6.508188939,0,39,126.8793389,37.5396135,이화여자대학교의과대학부속목동병원,0.6958884473595668,양평,1.8892129482156894,3,1,2,1,1,0,19,204
3187,노원구,중계동,중계그린1단지,20240207,46900,44.1,12,노원구 중계동 0502-0001,2024,202402,3.5,54.2,100880,0.0880452022,0.164442902,0.15537272,0.429391356,0.162747819,6.329893618,0,34,127.0632933,37.6443713,인제대학교상계백병원,0.46838664119997114,녹천,1.096483922239193,6,5,15,5,1,0,9,222
